nama_satker,status_umumkan_rup,asal_dana,jenis_klpd,asal_dana_satker,kd_kegiatan,kd_satker_str,tahun_anggaran_dana,kd_subkegiatan,jenis_dana_apbn,kd_komponen,kd_rup_lokal,id_paket_anggaran_penyedia,kd_klpd,status_aktif_rup,tahun_anggaran,asal_dana_klpd,pagu,sumber_dana,kd_rup,mak,nama_klpd,kd_satker,status_delete_rup,last_update_ref
Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,13610373,051102,2026,,PNBP,5407688,,600991281,K34,true,2026,Kementerian Ketenagakerjaan,75840000,APBN,67511224,DL.4057.SCO.030.054.0A.521211,Kementerian Ketenagakerjaan,152210,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,RUPIAH MURNI,5295900,,593194334,K34,true,2026,Kementerian Ketenagakerjaan,40320000,APBN,66256517,DL.4057.SCO.003.052.0A.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,13588367,651870,2026,,RUPIAH MURNI,5112676,,582514688,K34,true,2026,Kementerian Ketenagakerjaan,24900000,APBN,63675282,WA.6622.EBA.994.002.DD.522191,Kementerian Ketenagakerjaan,14095,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818127,219228,2026,,PNBP,5295894,,593432024,K34,true,2026,Kementerian Ketenagakerjaan,125000,APBN,66281677,DL.4059.BDB.001.051.0C.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284594,,581450783,K34,true,2026,Kementerian Ketenagakerjaan,21615000,APBN,63388778,DL.4057.SCO.030.054.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,Terumumkan,K34,KEMENTERIAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,13790841,352630,2026,,RUPIAH MURNI,5287862,,582011852,K34,true,2026,Kementerian Ketenagakerjaan,28000000,APBN,63545471,DL.4057.SCO.027.053.0A.521811,Kementerian Ketenagakerjaan,165839,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Direktorat Bina Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Perluasan Kesempatan Kerja,,626041,2026,,PNBP,5224485,,592519148,K34,true,2026,Kementerian Ketenagakerjaan,1500000,APBN,66112057,DN.2175.BDC.002.052.0A.521211,Kementerian Ketenagakerjaan,179088,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Kendari,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Kendari,13618810,209255,2026,,RUPIAH MURNI,5167633,,577938637,K34,true,2026,Kementerian Ketenagakerjaan,40000000,APBN,62439906,DL.4057.SCO.003.051.0A.521211,Kementerian Ketenagakerjaan,14127,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,13610373,051102,2026,,PNBP,5407686,,600958716,K34,true,2026,Kementerian Ketenagakerjaan,5050000,APBN,67491883,DL.4057.SCO.030.052.0A.521211,Kementerian Ketenagakerjaan,152210,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,593143129,K34,true,2026,Kementerian Ketenagakerjaan,48000000,APBN,66245634,WA.2158.EBA.994.002.0G.522141,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,13671004,451139,2026,,RUPIAH MURNI,5231725,,583372668,K34,true,2026,Kementerian Ketenagakerjaan,9576000,APBN,63883194,DN.6593.DCI.002.051.0D.524114,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,,450938,2026,,PNBP,5136508,,602263338,K34,true,2026,Kementerian Ketenagakerjaan,10017000,APBN,67688593,WA.2161.EBD.974.051.0D.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238726,,592588635,K34,true,2026,Kementerian Ketenagakerjaan,40500000,APBN,66127773,DL.4057.SCO.013.054.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284572,,581462498,K34,true,2026,Kementerian Ketenagakerjaan,20336000,APBN,63392328,DL.4057.SCO.031.058.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,PNBP,5284585,,581464556,K34,true,2026,Kementerian Ketenagakerjaan,18000000,APBN,63392965,DL.4057.SCO.005.052.0B.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668985,451270,2026,,RUPIAH MURNI,5228580,,583702068,K34,true,2026,Kementerian Ketenagakerjaan,1935814000,APBN,63966201,WA.6623.EBA.994.002.01.522191,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238739,,592858227,K34,true,2026,Kementerian Ketenagakerjaan,18500000,APBN,66189021,DL.4057.SCO.013.075.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248369,,589747614,K34,true,2026,Kementerian Ketenagakerjaan,16000000,APBN,65498009,DL.4057.SCO.003.052.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,PNBP,5284578,,581465898,K34,true,2026,Kementerian Ketenagakerjaan,7200000,APBN,63393278,DL.4057.SCO.003.074.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,PNBP,5238721,,593024662,K34,true,2026,Kementerian Ketenagakerjaan,14000000,APBN,66224577,DL.4057.SCO.006.052.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584919,452558,2026,,RUPIAH MURNI,5103338,,578986368,K34,true,2026,Kementerian Ketenagakerjaan,29610000,APBN,62766533,WA.6988.EBA.994.002.0E.523111,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601788,452677,2026,,PNBP,5142122,,583558223,K34,true,2026,Kementerian Ketenagakerjaan,3420000,APBN,63938564,DN.6767.ABK.001.060.0G.521211,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238739,,592858608,K34,true,2026,Kementerian Ketenagakerjaan,1000000,APBN,66189183,DL.4057.SCO.013.075.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.gcOkQeK5wr_fn3fM.f8wq9GkQkO-6y6YOj7dJdDLoLz6PWUQKEHTMRRvzOaM
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,PNBP,5103311,,591536040,K34,true,2026,Kementerian Ketenagakerjaan,3200000,APBN,65915912,DL.4057.SCO.007.054.0A.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818129,219228,2026,,RUPIAH MURNI,5295897,,593437208,K34,true,2026,Kementerian Ketenagakerjaan,60210000,APBN,66282489,WA.6988.EBA.994.002.0A.523111,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663939,451108,2026,,PNBP,5220488,,593818484,K34,true,2026,Kementerian Ketenagakerjaan,9000000,APBN,66359490,DL.4053.PDI.002.052.0A.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238713,,592813662,K34,true,2026,Kementerian Ketenagakerjaan,3250000,APBN,66181948,DL.4057.SCO.003.051.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622153,021212,2026,,RUPIAH MURNI,5171871,,589574785,K34,true,2026,Kementerian Ketenagakerjaan,1500000,APBN,65461369,WA.6988.EBA.994.002.OC.523199,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,RUPIAH MURNI,5220494,,593813550,K34,true,2026,Kementerian Ketenagakerjaan,3003000,APBN,66357954,DL.4057.SCO.003.074.0A.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599145,191206,2026,,PNBP,5135836,,576568419,K34,true,2026,Kementerian Ketenagakerjaan,1100000,APBN,62167042,DL.4059.BDB.001.051.0B.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,RUPIAH MURNI,5103322,,592816547,K34,true,2026,Kementerian Ketenagakerjaan,50000000,APBN,66182976,DL.4057.SCO.022.056.0F.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Surakarta,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Surakarta,13587248,035636,2026,,RUPIAH MURNI,5108547,,593155548,K34,true,2026,Kementerian Ketenagakerjaan,26000000,APBN,66248532,DL.4057.SCO.011.056.0A.521211,Kementerian Ketenagakerjaan,14114,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599144,191206,2026,,RUPIAH MURNI,5135830,,601370151,K34,true,2026,Kementerian Ketenagakerjaan,15000000,APBN,67560993,DL.4057.SCO.027.055.02.613191,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,RUPIAH MURNI,5228569,,593283548,K34,true,2026,Kementerian Ketenagakerjaan,337500000,APBN,66267017,DN.5586.QDB.001.051.0A.524119,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622151,021212,2026,,RUPIAH MURNI,5171858,,602367680,K34,true,2026,Kementerian Ketenagakerjaan,750000,APBN,67700194,DL.4057.SCO.005.052.OZ.521211,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663942,451108,2026,,RUPIAH MURNI,5220520,,578154051,K34,true,2026,Kementerian Ketenagakerjaan,43560000,APBN,62514121,WA.6988.EBA.994.002.0A.523111,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,PNBP,5295890,,593139275,K34,true,2026,Kementerian Ketenagakerjaan,63000000,APBN,66244792,DL.4057.SCO.004.052.0A.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
BALAI BESAR PERLUASAN KESEMPATAN KERJA,Terumumkan,K34,KEMENTERIAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA,13767530,259322,2026,,RUPIAH MURNI,5281621,,581030649,K34,true,2026,Kementerian Ketenagakerjaan,73920000,APBN,63289318,WA.6621.EBA.994.002.0A.521111,Kementerian Ketenagakerjaan,14075,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Surakarta,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Surakarta,13587248,035636,2026,,RUPIAH MURNI,5108547,,593155551,K34,true,2026,Kementerian Ketenagakerjaan,50000000,APBN,66248535,DL.4057.SCO.011.056.0A.521211,Kementerian Ketenagakerjaan,14114,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248386,,590004110,K34,true,2026,Kementerian Ketenagakerjaan,53000000,APBN,65559170,DL.4057.SCO.014.058.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818127,219228,2026,,PNBP,5295895,,593205520,K34,true,2026,Kementerian Ketenagakerjaan,125000,APBN,66257660,DL.4059.SCO.001.051.0B.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599606,450938,2026,,PNBP,5136512,,593294159,K34,true,2026,Kementerian Ketenagakerjaan,9000000,APBN,66267584,WA.2163.EBA.958.051.0C.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Kendari,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Kendari,,209255,2026,,RUPIAH MURNI,5167650,,590043715,K34,true,2026,Kementerian Ketenagakerjaan,7300000,APBN,65571808,WA.6988.EBA.994.002.0A.523121,Kementerian Ketenagakerjaan,14127,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
BALAI BESAR PERLUASAN KESEMPATAN KERJA,Terumumkan,K34,KEMENTERIAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA,13767529,259322,2026,,RUPIAH MURNI,5281618,,590019483,K34,true,2026,Kementerian Ketenagakerjaan,3344000,APBN,65564380,DN.2175.QDC.001.051.0A.521211,Kementerian Ketenagakerjaan,14075,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685779,259031,2026,,RUPIAH MURNI,5251859,,591489129,K34,true,2026,Kementerian Ketenagakerjaan,2378000,APBN,65902749,WA.2171.EBD.953.052.0B.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238733,,592901681,K34,true,2026,Kementerian Ketenagakerjaan,16320000,APBN,66197168,DL.4057.SCO.013.064.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238713,,592810608,K34,true,2026,Kementerian Ketenagakerjaan,60000000,APBN,66180929,DL.4057.SCO.003.051.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,Terumumkan,K34,KEMENTERIAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PANGKEP,13790841,352630,2026,,RUPIAH MURNI,5287858,,582010871,K34,true,2026,Kementerian Ketenagakerjaan,12720000,APBN,63545028,DL.4057.SCO.027.066.0A.521211,Kementerian Ketenagakerjaan,165839,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238735,,592949089,K34,true,2026,Kementerian Ketenagakerjaan,15000000,APBN,66206716,DL.4057.SCO.013.069.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228567,,593041061,K34,true,2026,Kementerian Ketenagakerjaan,7245000,APBN,66229881,DN.5586.PBK.001.051.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.K6Zwjv9tSOpG3XEf.gOXR8XxI7HCs89ngCu3mR2V8JHowsvXtVG_eA1LvhVM
