status;order_id;rup_code;flag_minikom;product_id;total_qty;nama_satker;rup_name;kode_penyedia;funding_source;rup_desc;shipping_fee;fiscal_year;shipment_status;mak;total;rekan_id;order_date;count_product;kode_satker;kode_klpd;last_update_ref
CANCELLED_ON_NEGOTIATION;01KQY5AV9PHAMFAA70XF93KFQP;65868426;Tidak;bc0f8bb8-0a70-4ab6-a3cb-cf5608e4959a;1;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS PADANG;6988.EBA.994.002.J.522191.001057 Jasa Alih Daya Satpel Jambi;01KCT9QZYDTNAMGMAHS5W5EH38;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;;2026;DRAFT;WA.6988.EBA.994.002.0J.522191;5650000;0;;1;089378;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
COMPLETED;01KS7B51ST5J13K1VBT9FPGZ7X;66342987;Tidak;affd4aef-b789-4c59-ae75-5d28850c5d3b, 1c50c8b0-d574-45d3-a225-fde982b3c568, 370b09a5-a3c1-4dcb-bf62-6303ff816d5a, 5fb84993-a016-4271-a83b-446a6bc984ae, 5c643366-7c38-44ac-8a11-7c79a78c5c25, e72e3b7f-52cc-4983-8cc9-bc5614047966, 4e5e8ab2-9f69-43a0-b6b0-f2d3fd5d671a, 5d7dc962-0781-43bc-978a-51c05bdbd5b9, d2435bd0-9118-4809-a795-033c82e54a87, 65d69b15-8c55-4d3a-93c5-e002ecafe1bf, 7c2885e4-f9c0-49b9-ae85-e5c853c17795, 6b2a3c26-030d-4874-ad02-c0f1b5d0c5a1, c6418f1b-7ced-4970-aebe-dc49f0b2a04e, 70b0995d-412f-42bb-a465-29e7b44ae422, 4ae154c3-8983-404e-a324-1cdfa469b057, a4408baf-15f4-43b7-a567-358ae90698a1, 1f6453f7-a107-4a72-8120-5d858e7d58a2, ffc29464-de70-44a1-8ad0-e8f608c1206d, fb9bc091-9214-425a-97d3-c94d80aa2bd0, ff40626e-3afd-413d-8487-5f811afa97be, 40fb2e41-89fd-4fa2-9c6f-735324764af2, c5a70ea1-9478-4cd4-bf6c-4081ea3e6f25, c5ff5a09-56de-483a-8766-810609484e9f, 32022696-0655-47eb-93e4-ef8e89211ec5, 772f7421-02c3-4cc0-be75-56b78ff2ea81;485;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG;Belanja Bahan Pelatihan Kegiatan PBK Tailor Made Training RM Bidang Industri dan Jasa;01JPHT8R3TKWRTQ8663M9DRT2Q;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.003.053.0B.521211;37373256;43475011;2026-05-25T00:00:00Z;25;426531;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KF0D8NA5G4CJ0CWD6NANHNJA;63554509;Tidak;943f872d-bbe1-4970-b357-b1e673f60632;84;Sekretariat Badan Nasional Sertifikasi Profesi;Belanja Jasa Lainnya Tenaga Alih Daya;01JCF7KZC856GBJ27DTAKDJR7Q;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;0;2026;DRAFT;WA.6988.EBA.994.002.0A.522191;732243792;695260;2026-01-16T00:00:00Z;1;452533;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
CANCELLED_ON_NEGOTIATION;01KP87G22XTA0EKPCN3MW2HNNE;65992054;Tidak;cbc520b5-fb4c-4632-9032-e3af7e807fca;223;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Pertemuan Fullboard Peserta, Moderator dan Penyelenggara Identifikasi Analisis Pemetaan Kerawanan Hubungan Industrial  ;01JJXHY278FAKWSKXAMHQMB4KT;APBN;Penguatan Kelembagaan dan Pencegahan Perselisihan Hubungan Industrial, ;;2026;DRAFT;DN.2179.QIH.001.051.0F.524119;174386000;4823026;;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KVCQKX5BRSH38P4TA1QPQBJ9;66297988;Tidak;2bf4d0f0-b2b9-462f-a99d-db980ebeaad2;2032;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Belanja Pengadaan Konsumsi Peserta Pelatihan UPTD Technopark Sragen;01JEQEEJE65GZYS2CSFG39P481;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.011.057.0A.521211;40640000;203228;2026-06-19T00:00:00Z;1;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KVVSMTAQZYPDMCHCT2PPJSCE;66617092;Tidak;c0b64da7-59aa-4b5d-ae09-e2ce29e9770b;45;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Pakaian Kerja Batch 2 - BLK Sukoharjo;01JMBPDEA12RH5HKKRMTTDRCXX;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;DRAFT;DL.4057.SCO.011.075.0A.521211;6743250;583141;2026-06-24T00:00:00Z;1;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
CANCELLED_ON_NEGOTIATION;01KPWGZ6FDM4F8VR20C1GR7VEW;65992054;Tidak;e2ef5f60-a1b1-43f2-9633-b2c356efb845;224;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Pertemuan Fullboard Peserta, Moderator dan Penyelenggara Identifikasi Analisis Pemetaan Kerawanan Hubungan Industrial  ;01JHQ35N9TH719K8HCW8W4XNRB;APBN;Penguatan Kelembagaan dan Pencegahan Perselisihan Hubungan Industrial, ;;2026;DRAFT;DN.2179.QIH.001.051.0F.524119;197120000;0;;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
COMPLETED;01KKX7T8NG0A15G8SSH05AKBV5;66185950;Tidak;6a551cc4-3746-4fd5-82ca-72c0abf7b458, b700f7d9-a733-4cd4-9ae8-c786e34edfcc, 6c587917-ef82-49ac-bd75-ccf466797164, 1846ac58-c23b-4498-9cc4-fc5f2e13432b, c712becd-83f8-4984-8ada-99227c70203f, 5c5c7b2b-9e88-4d0d-9557-08e9be7630ba, f40cbdfb-4f60-4681-81ac-17fecf721d63, eb7fbeec-962a-4151-b508-72c1e0916df9, 04bcfa0b-8fab-4b7d-a32f-fcb2f7f55eff, 032a532b-2803-466b-87bc-4cec03a9f828, ec1e3203-19c6-4329-8625-dc643bd7e63e, 36888866-22eb-48cf-aaf6-425ff95a9564, 4810a691-1067-4b53-84f3-bdbd0941a0ca, 1c649746-35de-43b6-b636-416cb6af13ea, 054461b3-7c95-45a3-afe4-03a7198cd27c, d88cbba5-cae9-43c1-8bd9-e415c4b5293d, 5dbecf76-1bc7-4863-9349-c11725c2013d, 35178a8f-4576-43be-a9d6-9617e14b1fb4, df70f92b-a822-4956-8af7-0bf9ef08fe35;750;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan TMT Klaster;01JYDESZTP0YA22FBCZT8CDSRE;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;188700;2026;COMPLETED;DL.4057.SCO.003.053.0A.521211;18842960;0;2026-03-17T00:00:00Z;19;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
CANCELLED_ON_NEGOTIATION;01KJ4NMVXMW4PWXBMKQX0K8PVZ;65017646;Tidak;9fa153ce-564d-450e-ac6d-6f116ff4383b, 3e3f4718-76fc-4949-b4ff-0e1d75692f0a;56;DIREKTORAT BINA KELEMBAGAAN PELATIHAN VOKASI;Pengemudi/Asisten Ahli/Tenaga Ahli Sub Profesional;01JC8HPBWWT8NZ12ZXT6628CQG;APBN;Dukungan Manajemen Direktorat Jenderal Pembinaan Pelatihan Vokasi dan Produktivitas, ;;2026;DRAFT;WA.6988.EBA.994.002.0A.522191;509690448;11240127;;2;626131;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KVF932T3X610DFXC4WBBYCT5;62074382;Tidak;986059a0-4435-44d5-9c55-f8273b8b8e51;9168;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Perlaksanaan Sertifikasi Lulusan Pelatihan (RM);01JH32ST1D9RS7EZ1X0Q3BC1FG;APBN;Pengembangan Sistem dan Pelaksanaan Sertifikasi Kompetensi Profesi Binalavotas, ;0;2026;DRAFT;DL.4053.PDI.002.051.0B.521211, DL.4053.PDI.002.051.0B.521213, DL.4053.PDI.002.051.0B.522151, DL.4053.PDI.002.051.0B.524111;182901600;345104;2026-06-22T00:00:00Z;1;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KTNM4S3W731J4BZ6ANVEX29F;66973485;Tidak;711f9683-38d0-4f55-a21b-e352cd7b0cc0;54;DITJEN PHI DAN JAMSOS;Paket Meeting Fullboard Panitia dan Peserta;01JVRQQAH8934T8B9K7C12EZV7;APBN;Peningkatan Penerapan Jaminan Sosial Tenaga Kerja dan Fasilitasi Kesejahteraan Pekerja, ;0;2026;COMPLETED;DN.5586.BDC.002.056.0A.524119;48600000;0;2026-06-10T00:00:00Z;1;451310;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
COMPLETED;01KK1A6PDRZE47EH6D9G0VAZG4;65232675;Tidak;5a06bdc9-3e0d-434a-b870-d573930a1369;154;DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA;Paket Fullboard Meeting Panitia dan peserta Fullboard (Peningkatan Soft skill Mediator Hubungan Industrial);01JZS5N9CPG2J7AH93D3AG8CJH;APBN;Peningkatan Kompetensi Mediator Hubungan Industrial, ;0;2026;COMPLETED;DN.6586.UAC.001.051.0B.524119;150920000;0;2026-03-09T00:00:00Z;1;451270;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
COMPLETED;01KMYM0C77KZ9KCE9VY08J3E47;66472354;Tidak;178c1b7e-089d-4983-a53b-ee2f5e760aab;21;PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN;Pembelian Laptop;01K0DZ8FR8DB1YR8W2Z85FX463;APBN;Peningkatan Kualitas Sumber Daya Manusia (SDM) Aparatur, ;0;2026;COMPLETED;WA.2165.EBB.951.052.0A.532111;151491690;0;2026-03-30T00:00:00Z;1;450990;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
COMPLETED;01KN3GS5KNWJKNMFVCABYSX8ER;66186051;Tidak;fd03e592-5b0c-458d-aa68-56d577ec4564;122;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan PBK Reguler Luring;01JCYR1H5KAHWBXMZNS2PMK7NJ;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.005.052.0A.521211;2409500;12452042;2026-04-01T00:00:00Z;1;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KT684BF67SYT9SY6P14B10MH;67204007;Tidak;fde638c4-f696-47c0-bb74-0ed67b21363c;80;BALAI BESAR PERLUASAN KESEMPATAN KERJA;Pengadaan Jasa Tenaga Alih Daya Satpam, Petugas Kebersihan dan Pramubakti Satpel Dumai (periode Juni s.d Desember 2026);01JNJ4XRTYSV2PM9D20T1ZP5JW;APBN;Dukungan Manajemen Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja, ;0;2026;DRAFT;WA.6621.EBA.994.002.0f.521111;418738560;0;2026-06-05T00:00:00Z;1;259322;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KJEJHYQTYQ3M36NM8S3KA3YE;65861931;Tidak;d491561a-4be0-4cbb-bbf7-6059bc632677, 4ebb7007-0f97-48da-b038-817a3ed45bb5;30;DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3;Belanja Sewa, PERBAIKAN/PEMELIHARAAN PERALATAN KANTOR (SETDITJEN);01JMKQKRTV4SVMQSDYS61A8NBR;APBN;Dukungan Manajemen Ditjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja, ;0;2026;DRAFT;WA.6622.EBA.994.002.KB.522141;135002640;103807009;2026-02-27T00:00:00Z;2;651870;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
COMPLETED;01KKXFSRSDAATS8BQBE4AJNA6S;66185950;Tidak;f875ba81-6cd2-4ee1-ae1c-895a6a5417bf, 2e6d4e6e-0b3a-4455-8e67-4b2355a9974e, d7e0a48e-7a36-45c6-a544-f358be585074, ae1538b1-e7bf-4cd5-b933-6d1b6323c99f, 882f6bca-a433-467a-b601-9266d365d2d2, 2cfddd6a-5e9b-4ba9-9c11-7e6eb6d125b9, 7f502376-efe0-4146-8b23-d15e1f999137, b2f5c2d4-4795-4df4-93a5-f3fcd0c88336, efaa8c7b-b046-48c2-903f-e525294899de, ece7f23b-fb94-4de8-af20-6cd0ab1ac3a8, 487af6c7-fcd6-4a90-87bc-141aca46d5c4, 3a63bb1b-4038-4b9a-a8ef-66ede4434d43, c3fce501-2577-4243-a492-484e87a8d683, a560d862-66ee-42fb-8a11-e4a8620698ef, 847a78e8-7102-44fa-a995-62ee95ee1548, f6e45d2f-3cdf-43e0-8e5d-14e515157353, 67e8fd2e-c11e-4d27-826d-f1b8f5feaa76, 49781587-137e-46b9-8eff-2062997961ab, 166fc230-6597-4e09-8ee8-d4f736f2cb63, 60954825-ae99-4d77-a51e-2ca68ff9920e, 4a3645c0-fd2c-4424-ab08-1c14bff7c0c1, 454ff63a-a26e-498f-840b-18e5cff6925d, 4f6fde3d-fa1b-4b92-8ebc-a20484c5422a, 3a04e736-1c9a-4c00-9347-7e80089aef50, aa34541d-7bc4-44f0-9ac1-9960a3d6976d, 6a95397e-f212-45e5-a37c-bf5408f63273, 94247e51-d315-48b5-9c45-899b701e70f9, 6682d95c-9625-4024-9be8-06ff9ef21167, d3c47b42-1112-4d51-8d30-14ae23cc2eb7, c2560eda-18ad-4c4c-80f7-1f8abca53e62;299;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan TMT Klaster;01J81QPN27R0FDVY86ZEFZ77TW;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.003.053.0A.521211;10858464;2502042;2026-03-17T00:00:00Z;30;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
PAYMENT_OUTSIDE_SYSTEM;01KKTMEAG8349G7Z52GJRDY4R2;66399315;Tidak;fc423144-5299-4812-a579-884f957fee7f, 06c7ce95-0a63-4f06-b88c-fe207541518d, 768353d2-5847-403c-b91e-727f23657f47, 99c0448e-d323-491e-b4fb-2f0ca4c9cd7c, 5d20a064-6b44-4ff2-a3e1-7915ecd26fdd, 991b6138-1815-43c3-97ae-e9d085dfff64, 7309b1e4-ac23-4cf1-a833-3b71464e6516, a554098d-ec11-4c72-a76f-2ad1c80aac67, 3d7677b7-870d-43a5-99f5-7b8808c3393a, 599a21a1-80b0-4e2b-b48b-3619669b0707, 7472000f-bdd9-4d47-ad73-d7c211875cca, fb8b1679-3763-479e-8aa0-e95b48154f17, f8967c09-87ea-4c50-bcd8-8b4a24644e80, 8ca9450a-133a-4649-afdd-43c057c07883, 1b9a12f8-27ca-41fc-9603-9783434150dd, 661cf511-6760-456a-aa63-285c75907d16, beace361-ad39-40c3-b9d6-feccf31a2b2c, b1454617-e677-4b2a-84cc-a49f6a195c52, e0ad5cc6-dea6-42e3-9778-17438660cc03, 8b3d34e3-ca4e-4e27-b4e4-837139c77698, dd5119c0-fe7a-45b6-88d5-22be2683811d, d4e4599f-32d6-4164-a001-b80257da0d6d, 3f339a62-3358-4a17-a574-4c7b404866ce, 6f71627d-99f4-4ee9-8983-cc91e0181a16, 8cc34d6c-f1c8-4b4d-b16a-03796e8161e3, 138b98a0-9969-4b1d-9f83-2a411004fd3d, 12e8592c-8b7f-4c3f-8985-41ef9352c563, 4a19787c-1c8a-4f9a-8f0a-b7e486d6db87, 732c6032-aea3-448d-af9c-89610e6837f8, 5979cbf4-10b8-4704-811e-0b7686f32f5b, febd1efe-7891-4a61-beab-ed9a8794e8dc, 122f9990-d20c-4cda-a553-7cc1cca8a468, 06c24597-ae3d-4224-8995-1eefc02d56a8, a14686b5-cd0d-477d-a4f4-8ceaaa24a281, f2449961-69eb-488a-801f-cf48dbfe9a17, 8ef799c8-f9a1-4909-ba06-d4e9c3b6c1f4, a15c39b0-b4af-407c-826a-8e8070501a49, 76190719-ab68-4e0a-955c-cccb19d10d72, 6ef5b4d4-b42e-4a49-95df-5e86342924c3, 82ba6f7f-ad70-40bd-a147-e4b4d27fba19, 93c13fbb-29b3-47dc-810f-9c8c1493995c, ae24b0a6-dead-4ebe-94ca-080043e16cc3, 5df716e4-ac0d-403f-a5db-693e4666a3d1, 2abc7ce6-a5cf-408d-a81d-c77d17c731a4, e2f9c113-92d2-41a8-9eaf-13eb1f830f89, 76651e70-03b9-43f8-ad94-8f133d25a358;1156;BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA;Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo;01KDYZZC347HPP0PGG8HJQ4QWB;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;0;2026;COMPLETED;DL.4057.SCO.011.052.0A.521211;20821558;0;2026-03-17T00:00:00Z;46;035636;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
CANCELLED_ON_REVIEW;01KM0DHRNJJKKZPY8WRDCJ2QRV;66185950;Tidak;6ab89c10-4243-4b74-abe3-453cb1c3c146, f7b5bc64-1390-480e-921f-60ee83301d57, 81096e85-3265-4c11-bcc0-e338e1555397, 027b0a8f-d47e-4df8-9ae8-4012b3b2dcde, 37e308e8-5a0a-44ba-98d7-d57b7519700a, 4072bbf7-7f23-4002-98b8-c794d36fe1db, 89a0b7c9-da4e-453f-a764-2ceba4a00f84, 35054f49-ec75-424f-9bb4-16070007a6dc, 89913618-6cd1-4242-82ee-2fbbfd5f7f0b, a5245bb5-1ac9-4e08-acc2-7b979d93391c, 74481692-4337-4928-99ef-a29842738922, eb0c8d5c-e273-49e4-94c3-dddf9bbd3159, e3be2ffa-1e92-484c-a5f8-4067069a1223, 947675cf-0038-4b85-80d8-a042b2cefe08, e8ecf9ed-96e9-48e4-81c9-89dcf208a625, 821e784f-c519-400c-a90c-69478ba79928, 97d01ef5-02b8-492c-a443-7f73fca1de5e, dc3d1d54-73ba-43ac-8c96-a7334e234c84, c5036308-9996-47ee-bc19-02af83b96320, 047da1ff-3edc-4855-9942-1d16ec6b2874, c9e71334-0dcb-4be0-bd3e-6bfdb2ecb243, c421dcd0-8c12-41d1-8054-eb286cd7e573, f83b6915-a5b2-4310-9baf-242c3701a253, 56df9991-a9ed-480f-a668-adc88bcf58ff, 2de69143-6910-4e53-8a34-e4ba7ff37a73, 2bb0e0b7-c2ab-46ba-9f19-1d2a99f099bc, c34932ff-8ff9-4cdd-a6ba-c2da28315481, 43c112b2-b2a9-44b9-bf6d-5a5354e23dac, ed5db028-208f-4e08-9a5e-1aedc894e716, 9d81b28c-af8a-4124-baa8-21113f9fe418, 680ff6fe-9275-4173-92d8-94a418acd06f, ae867c68-b9e3-4e7a-a210-9ecf3428535f, 4a08a393-b104-4109-8e90-120a8168895f, 7356bd63-e812-4834-a563-d53479f83dd7, f3589cc0-f06f-4b13-bca4-2d6fddee04dc, cea7b184-6134-49ac-9a63-a9705923ab24, 10d54e24-81e8-495f-b12b-ba7f39470cbd, 237de430-839f-418f-b1d1-b294ee999269, 871a30ea-a9e3-4833-ae89-76d8278cc11c, e0849b80-de10-4c42-9f70-af6f34604fe2, f3028d9d-90fb-407c-a1e0-18400d0853af, ad2f3a4d-58bc-4db4-ac09-d4aa9f079c1c, eaa0fcf1-7030-419c-beb7-d5dd5cd8fd78, d5269bca-a80e-4886-a2ae-fb89aebdadcd, cef1d8a5-7f77-4fb1-aa05-66631ef19b96, 446f164d-a51b-4242-9a62-5d876dae87cd, dc298d78-472f-4826-875c-fb3dae62e516, 215eb937-1339-42a7-b978-4e8831af4a09, f094d94c-d9ff-4487-b27b-6e2153774b9a, 66ae3ffe-e82e-4428-ab3f-b0ebe4de9f3e, d62db7d2-a7d9-49ea-8423-5d424e069ab8, 8224ceb0-3451-423d-aae6-9f4cebb4b737, 00836862-2324-4c59-8bdc-fff624c3a600, c699f0be-0170-4796-85dd-500b3bf62acf, a5aa2a64-3a5f-4ac5-a1c3-0a4604325c0b, e181c0ba-fd6a-4724-9e88-f8236a20520f, e4ccdb0b-17c1-424a-a7b0-4550b196299b, 959839a2-9dd7-49ba-880a-cc0d7db9857e, 07d00fa0-5829-460e-9312-2c33c3535316, 4615043f-d8e2-4f85-bc34-63ab586b21f4, 508d3ebd-ab99-41a7-8bc4-91e4b13f334a, 1bc977c5-fd63-4692-ad3f-e7d782c192ba, b15d8d19-5206-4407-9de5-11f49f1a1feb, a3a7d430-54b0-4307-a066-c6388f696d02, dc822963-783d-49be-8f6c-2b7ee2dc555a;429;BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG;Belanja Bahan TMT Klaster;01K2KX48KE5DQHRAJ0REG26EE5;APBN;Peningkatan Penyelenggaraan Pelatihan Vokasi dan Pemagangan Binalavotas, ;;2026;DRAFT;DL.4057.SCO.003.053.0A.521211;12287922;0;;65;452609;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KVF9WN42XNY268N5B9SXDT34;65564389;Tidak;659063a1-05c1-449d-b53c-9c674f76bc19, f29f907a-763c-4c37-b5c7-ef3b96df1d62, f5badf64-1718-4c00-9c13-ab3141dc9609, 02a05522-8647-4d94-9a29-f68480fa7bb0, b3fcda2e-55c8-4172-ab9b-81381d944a21, bbba501e-8df5-4620-bbbc-0976a1d18ca3, 7d969f78-1997-40c2-94f8-0366a52ab55c;4170;BALAI BESAR PERLUASAN KESEMPATAN KERJA;Pengadaan Perlengkapan Peserta dan Pengajar Kegiatan Pembekalan TKM Lanjutan ;01JBG8W1SCEJJ7HYJAS6NNM8SW;APBN;Perluasan Kesempatan Kerja, ;0;2026;DELIVERED;DN.2175.QDC.001.051.0B.521811;89904006;21910014;2026-06-19T00:00:00Z;7;259322;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
ON_PROCESS;01KDPSCFT1HWNM1SQZ7JQYDFXR;62245144;Tidak;d34d8f12-9816-4316-8217-5152e8f59deb;12;BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN;Langganan Layanan Up to Bandwidth Rumah Dinas Ligamas;01J9ARYBFRM5PHXQ5MVCCQQKT9;APBN;Dukungan Manajemen Badan Perencanaan dan Pengembangan Ketenagakerjaan, ;0;2026;DRAFT;WA.6624.EBA.994.002.BC.522119;179826660;3196119;2025-12-31T00:00:00Z;1;452677;K34;9e2b2a73-cd91-5014-a617-5819d4e72332.QWmLrYF3joW5Px78.SrxIQ_-AAs_heUt18DOv_OBfUcWmOC54uNvM5Hk_ZYw
